*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-12-04 17:24:52:820307,Child Name:,test
2017-12-04 17:25:24:475544,Robot Hand Pose: ,"x: 0.153621435165
y: 0.0953933447599
z: 0.172626614571
x: 0.0227293111384
y: 0.741487503052
z: -0.0988273099065
w: 1.0"
2017-12-04 17:25:24:476953,Current Word:,\rspd=80\ chip
2017-12-04 17:25:24:479224,Robot State:,0.0
2017-12-04 17:25:24:909400,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:24:910062,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:24:910121,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:25:218893,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:25:219671,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:25:219534,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:25:435995,Robot Hand Pose: ,"x: 0.152904063463
y: 0.0871695578098
z: 0.171675860882
x: 0.0372393131256
y: 0.743965923786
z: -0.153514429927
w: 1.0"
2017-12-04 17:25:25:437737,Current Word:,\rspd=80\  smashed
2017-12-04 17:25:25:438398,Robot State:,0.0
2017-12-04 17:25:25:520568,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:25:520676,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:25:626485,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:25:627037,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:25:627171,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:26:008676,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:26:008946,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:26:009020,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:26:375433,Robot Hand Pose: ,"x: 0.151870533824
y: 0.0794835686684
z: 0.170849591494
x: 0.0574928708375
y: 0.745875060558
z: -0.20607291162
w: 1.0"
2017-12-04 17:25:26:376080,Current Word:,\rspd=80\ the rocket 		
2017-12-04 17:25:26:378377,Robot State:,0.0
2017-12-04 17:25:26:716246,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:26:716664,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:26:716798,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:26:908762,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:26:909229,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:26:909387,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:27:219294,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:27:219618,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:27:219811,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:27:237644,Robot Hand Pose: ,"x: 0.143757015467
y: 0.111366473138
z: 0.164828136563
x: 0.0244657211006
y: 0.801497995853
z: 0.00702162273228
w: 1.0"
2017-12-04 17:25:27:238405,Current Word:,\rspd=80\  Nadim
2017-12-04 17:25:27:243371,Robot State:,0.0
2017-12-04 17:25:27:312976,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:27:313287,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:27:313409,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:27:424679,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:27:425776,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:27:425892,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:27:724162,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:27:724554,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:27:724672,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:27:974663,Robot Hand Pose: ,"x: 0.144155621529
y: 0.110853873193
z: 0.165250658989
x: 0.017954852432
y: 0.798256278038
z: 0.00426954682916
w: 1.0"
2017-12-04 17:25:27:974978,Current Word:,\rspd=80\ didn't
2017-12-04 17:25:27:976690,Robot State:,0.0
2017-12-04 17:25:28:609945,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:28:610082,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:28:610151,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:28:694260,Robot Hand Pose: ,"x: 0.144362807274
y: 0.105521194637
z: 0.164529398084
x: 0.0341110937297
y: 0.800546169281
z: -0.0349960066378
w: 1.0"
2017-12-04 17:25:28:694653,Current Word:,\rspd=80\ he
2017-12-04 17:25:28:696570,Robot State:,0.0
2017-12-04 17:25:28:922244,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:28:922378,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:28:922650,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:29:116467,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:29:117902,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:29:117743,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:29:227192,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:29:227495,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:29:227781,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:29:417465,Robot Hand Pose: ,"x: 0.142393887043
y: 0.097674369812
z: 0.16245123744
x: 0.0362446047366
y: 0.811136007309
z: -0.0907281711698
w: 1.0"
2017-12-04 17:25:29:417832,Current Word:,\rspd=80\ was
2017-12-04 17:25:29:419695,Robot State:,0.0
2017-12-04 17:25:29:509223,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:29:509388,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:29:509514,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:29:708839,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:29:708976,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:29:709052,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:30:025716,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:30:026456,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:30:026689,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:30:158131,Robot Hand Pose: ,"x: 0.142600879073
y: 0.0904948115349
z: 0.162243962288
x: 0.0421768464148
y: 0.8088966012
z: -0.14173656702
w: 1.0"
2017-12-04 17:25:30:159328,Current Word:,\rspd=80\ good
2017-12-04 17:25:30:162270,Robot State:,0.0
2017-12-04 17:25:30:228989,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:30:228632,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:30:229268,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:30:309155,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:30:309475,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:30:309570,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:30:508898,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:30:509450,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:30:509552,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:30:726102,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:30:726525,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:30:726711,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:30:815069,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:30:815600,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:30:815772,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:30:875660,Robot Hand Pose: ,"x: 0.141308099031
y: 0.0849766582251
z: 0.161175265908
x: 0.0636526495218
y: 0.813514709473
z: -0.182866290212
w: 1.0"
2017-12-04 17:25:30:876879,Current Word:,\rspd=80\ at
2017-12-04 17:25:30:879782,Robot State:,0.0
2017-12-04 17:25:31:555320,Robot Hand Pose: ,"x: 0.141087383032
y: 0.0799270570278
z: 0.161290541291
x: 0.0793558731675
y: 0.809978604317
z: -0.22019597888
w: 1.0"
2017-12-04 17:25:31:556013,Current Word:,\rspd=80\ the game
2017-12-04 17:25:31:558356,Robot State:,0.0
2017-12-04 17:25:31:613556,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:31:613725,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:31:613864,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:32:118878,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:32:119357,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:32:119487,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:32:208829,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:32:209157,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:32:209283,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:32:674357,Robot State:,Looking at The Book
2017-12-04 17:25:33:610046,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:33:610205,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:33:610356,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:33:708480,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:33:709121,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:33:709061,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:33:820941,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:33:821617,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:33:821715,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:34:027082,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:34:026923,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:34:027376,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:34:125844,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:34:126468,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:34:126662,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:34:330161,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:34:329602,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:34:330500,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:35:118317,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:35:118536,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:35:118716,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:35:311458,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:35:311821,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:35:311891,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:35:914428,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:35:914706,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:35:914886,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:36:272959,Robot State:,Looking at The Book
2017-12-04 17:25:36:409052,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:36:409174,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:36:409285,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:37:014939,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:37:015825,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:37:016222,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:37:928015,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:37:928552,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:37:928746,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:38:109789,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:38:110289,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:38:110477,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:38:208963,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:38:209272,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:38:209328,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:38:308627,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:38:309200,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:38:309074,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:49:424996,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:49:426179,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:49:426606,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:49:510303,Detected ARTags: ,"45, 46, 47, 48"
2017-12-04 17:25:49:510411,Current State of Reading: ,Waiting for Red-card
2017-12-04 17:25:49:510538,Detected ARTags: ,"[45, 46]"
2017-12-04 17:25:49:609881,Detected ARTags: ,"45, 46, 47, 48"
