*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-12-05 18:16:48:937797,Child Name:,test
2017-12-05 18:16:57:313510,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:16:57:313599,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:16:57:413184,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:16:57:413726,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:16:57:413897,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:16:57:624216,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:16:57:625413,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:16:57:625294,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:16:57:714587,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:16:57:714875,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:16:57:715082,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:16:57:917769,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:16:57:917929,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:16:57:918146,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:16:58:118062,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:16:58:119444,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:16:58:119218,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:16:58:211891,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:16:58:212461,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:16:58:212407,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:16:58:310002,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:16:58:310104,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:16:58:310220,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:16:58:512069,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:16:58:512186,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:16:58:512311,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:16:58:627643,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:16:58:628172,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:16:58:628744,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:16:58:726309,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:16:58:726051,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:16:58:726478,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:16:58:735263,Body Gesture:,Not Pointing
2017-12-05 18:16:58:740057,Current State of Correction: ,False
2017-12-05 18:16:58:740114,Robot State:,Reading Mode Started
2017-12-05 18:16:58:758987,Robot Hand Pose: ,"x: 0.0875197649002
y: -0.127894580364
z: 0.135810658336
x: 1.44709932804
y: 0.877876460552
z: -0.0304043665528
w: 1.0"
2017-12-05 18:16:58:759846,Current Word:,\rspd=70\  Just
2017-12-05 18:16:58:810176,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:16:58:810506,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:16:58:810562,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:16:59:024919,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:16:59:025216,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:16:59:025544,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:16:59:123904,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:16:59:127152,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:16:59:127510,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:16:59:323698,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:16:59:324376,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:16:59:324542,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:16:59:521123,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:16:59:521571,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:16:59:521768,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:16:59:614007,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:16:59:614112,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:16:59:614193,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:16:59:809989,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:16:59:810409,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:16:59:810462,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:16:59:946477,Current Word:,\rspd=70\ then
2017-12-05 18:16:59:946206,Robot Hand Pose: ,"x: 0.0874446332455
y: -0.12792493403
z: 0.135768458247
x: 1.44749855995
y: 0.877888023853
z: -0.0300960950553
w: 1.0"
2017-12-05 18:17:00:009754,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:00:010069,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:00:010134,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:00:122676,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:00:123005,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:00:123198,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:00:325726,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:00:326493,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:00:326740,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:00:425128,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:00:425654,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:00:428783,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:00:618210,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:00:619236,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:00:619371,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:00:712893,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:00:713387,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:00:713526,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:00:810202,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:00:810400,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:00:810484,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:01:010049,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:01:009817,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:01:010188,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:01:100189,Robot Hand Pose: ,"x: 0.0874555706978
y: -0.128208220005
z: 0.135818019509
x: 1.44486534595
y: 0.877962052822
z: -0.0323414430022
w: 1.0"
2017-12-05 18:17:01:100937,Current Word:,\rspd=70\  it
2017-12-05 18:17:01:126381,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:01:127393,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:01:127666,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:01:226428,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:01:228327,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:01:228432,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:01:423911,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:01:425156,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:01:425295,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:01:511225,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:01:511297,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:01:511415,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:01:624157,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:01:626324,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:01:626754,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:01:720570,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:01:720845,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:01:924748,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:01:926040,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:01:926413,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:02:011790,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:02:011925,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:02:012029,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:02:084446,Robot Hand Pose: ,"x: 0.0874779894948
y: -0.128227517009
z: 0.135781824589
x: 1.44508290291
y: 0.878126859665
z: -0.0321694724262
w: 1.0"
2017-12-05 18:17:02:085768,Current Word:,\rspd=70\  bring
2017-12-05 18:17:02:214934,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:02:215204,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:02:215373,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:02:320747,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:02:321259,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:02:321037,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:02:520050,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:02:520995,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:02:521254,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:02:613585,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:02:614354,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:02:614511,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:02:723947,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:02:724612,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:02:724807,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:02:812871,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:02:813123,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:02:813297,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:02:914295,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:02:914442,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:02:914579,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:03:109919,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:03:110432,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:03:110623,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:03:139570,Robot Hand Pose: ,"x: 0.0874402076006
y: -0.128206968307
z: 0.135828197002
x: 1.44485354424
y: 0.87785166502
z: -0.0323533974588
w: 1.0"
2017-12-05 18:17:03:139885,Current Word:,\rspd=70\ to
2017-12-05 18:17:03:211126,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:03:211281,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:03:211209,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:03:310937,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:03:311639,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:03:311684,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:03:521197,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:03:521356,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:03:521478,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:03:628013,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:03:628821,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:03:629015,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:03:710103,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:03:710736,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:03:710804,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:03:925624,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:03:926734,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:03:926869,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:04:006166,Robot Hand Pose: ,"x: 0.087450966239
y: -0.127931252122
z: 0.135756596923
x: 1.44757008553
y: 0.877934634686
z: -0.0300397817045
w: 1.0"
2017-12-05 18:17:04:006705,Current Word:,\rspd=70\ rain			
2017-12-05 18:17:04:014425,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:04:014787,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:04:014892,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:04:113984,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:04:114475,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:04:114609,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:04:309899,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:04:310483,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:04:310439,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:04:411417,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:04:411839,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:04:411901,Detected ARTags: ,"[ 43, 44]"
2017-12-05 18:17:04:523215,Detected ARTags: ,"41, 42, 43, 44"
2017-12-05 18:17:04:524232,Current State of Reading: ,Waiting for Red-card
2017-12-05 18:17:04:524341,Detected ARTags: ,"[ 43, 44]"
