*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-12-05 16:56:00:428130,Child Name:,test
2017-12-05 16:56:46:837985,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:46:837848,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:46:838207,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:46:939856,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:46:940527,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:46:940855,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:47:040245,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:47:040904,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:47:040987,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:47:140816,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:47:142488,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:47:142606,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:47:239334,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:47:240436,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:47:240561,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:47:343684,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:47:344593,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:47:344503,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:47:426494,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:47:426753,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:47:426811,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:47:526987,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:47:527181,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:47:527390,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:47:626902,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:47:626694,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:47:627063,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:47:730951,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:47:731693,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:47:731807,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:47:842726,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:47:844330,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:47:843992,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:47:940492,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:47:941171,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:47:941299,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:48:038189,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:48:038672,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:48:038988,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:48:129310,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:48:130024,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:48:129923,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:48:233093,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:48:233471,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:48:233591,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:48:326798,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:48:327113,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:48:327227,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:48:426143,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:48:426467,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:48:426566,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:48:526987,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:48:527047,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:48:527150,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:48:641667,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:48:641944,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:48:642192,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:48:738331,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:48:738744,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:48:738838,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:48:829824,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:48:830324,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:48:830421,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:48:944055,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:48:945179,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:48:945058,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:49:036747,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:49:037081,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:49:037208,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:49:126075,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:49:126226,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:49:126353,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:49:225985,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:49:226236,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:49:226347,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:49:326829,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:49:326928,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:49:444219,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:49:444777,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:49:446396,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:49:541953,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:49:542688,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:49:542896,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:49:645072,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:49:645415,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:49:645567,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:49:731427,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:49:731677,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:49:731915,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:49:843958,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:49:845218,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:49:845340,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:49:944156,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:49:945024,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:49:945239,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:50:030197,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:50:030888,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:50:031009,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:50:135736,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:50:135471,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:50:135954,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:50:237842,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:50:239109,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:50:239291,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:50:336965,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:50:338068,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:50:338195,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:50:425931,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:50:426563,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:50:426423,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:50:530644,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:50:530802,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:50:726972,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:50:727454,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:50:727551,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:50:826032,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:50:826120,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:50:826317,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:50:935177,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:50:935371,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:50:935484,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:51:145289,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:51:145457,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:51:145612,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:51:242596,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:51:243569,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:51:243839,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:51:330800,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:51:331692,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:51:331769,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:51:433866,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:51:434551,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:51:434759,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:51:542233,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:51:543300,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:51:543427,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:51:645640,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:51:645952,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:51:645752,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:51:746218,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:51:746400,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:51:746551,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:51:829107,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:51:829356,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:51:829437,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:51:926833,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:51:926900,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:51:927043,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:52:026393,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:52:026559,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:52:026668,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:52:128218,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:52:128994,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:52:128846,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:52:241696,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:52:243146,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:52:243423,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:52:329188,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:52:329972,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:52:330126,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:52:443397,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:52:444191,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:52:444066,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:52:525970,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:52:526736,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:52:526834,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:52:642351,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:52:642707,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:52:643147,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:52:726611,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:52:727147,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:52:727202,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:52:825967,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:52:826536,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:52:826613,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:52:925731,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:52:926177,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:52:926260,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:53:027240,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:53:027308,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:53:027418,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:53:134851,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:53:134939,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:53:135084,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:53:240901,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:53:241531,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:53:241609,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:53:344558,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:53:345088,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:53:345390,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:53:447039,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:53:447825,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:53:447915,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:53:626650,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:53:626867,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:53:626960,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:53:825852,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:53:826398,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:53:826480,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:53:939639,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:53:939884,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:53:940059,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:54:033980,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:54:035402,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:54:035224,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:54:133236,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:54:133063,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:54:133470,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:54:242663,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:54:243593,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:54:243480,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:54:430990,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:54:431234,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:54:431360,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:54:526595,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:54:526452,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:54:526742,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:54:626184,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:54:626339,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:54:626469,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:54:726060,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:54:726379,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:54:726472,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:54:837775,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:54:838823,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:54:838984,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:55:045337,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:55:046575,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:55:046831,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:55:130335,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:55:130393,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:55:130606,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:55:239695,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:55:240747,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:55:241025,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:55:432946,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:55:433196,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:55:433371,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:55:541154,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:55:542390,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:55:542545,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:55:642467,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:55:644116,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:55:644262,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:55:728585,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:55:728824,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:55:728951,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:55:843377,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:55:844093,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:55:844309,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:55:926043,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:55:926433,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:55:926536,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:56:027581,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:56:027722,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:56:027842,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:56:127157,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:56:127300,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:56:127399,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:56:225744,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:56:226196,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:56:226429,Current State of Reading: ,Waiting for Red-card
